district,tahsil,gp_name,ps,gp,sample,Hperf_final,Hperf1_final,Hperf2_final,Hperf3_final,Hperf4_final,Hperf5_final,actionplan_nbprojects2009,actionplan_gpbudget2009,web_hh_employed2009,web_persondays_sc2009,web_persondays_st2009,web_persondays_total2009,web_persondays_women2009,web_hh_employed2010,web_persondays_sc2010,web_persondays_st2010,web_persondays_total2010,web_persondays_women2010,web_exp_unskilled2010,web_exp_skilled2010,web_exp_mat2010,web_exp_adm_tot2010,web_exp_tot2010,web_hh_employed2011,web_persondays_sc2011,web_persondays_st2011,web_persondays_total2011,web_persondays_women2011,web_authorisation2011,web_exp_unskilled2011,web_exp_skilled2011,web_exp_mat2011,web_exp_tax2011,web_exp_adm_tot2011,web_exp_tot2011,web_hh_employed2012,web_persondays_sc2012,web_persondays_st2012,web_persondays_total2012,web_persondays_women2012,web_authorisation2012,web_exp_unskilled2012,web_exp_skilled2012,web_exp_mat2012,web_exp_tax2012,web_exp_adm_tot2012,web_exp_tot2012,web_hh_employed2013,web_persondays_sc2013,web_persondays_st2013,web_persondays_total2013,web_persondays_women2013,web_authorisation2013,web_exp_unskilled2013,web_exp_skilled2013,web_exp_mat2013,web_exp_tax2013,web_exp_adm_tot2013,web_exp_tot2013,web_averagewage2009,web_averagewage2010,web_exp_labor2009,web_exp_material2009,web_exp_admin2009,web_exp_tot2009,web_frac_womendays2009,web_frac_scst2009,web_delay_total2009,web_delay_num_mrolls,web_delay_amtpaid,web_delay_perc,census_tot_pop,census_frac_scst,census_literacy,census_unemployment,census_agri,census_marginal
"Karauli","Sapotra","BAPOTI","SAPOTRA","BAPOTI",0,3,2.88,89,50,14,37,3.555348,5.508173,796,14185,15838,34.258,24227,704,9636,12340,25.215,17540,7.63375,.13888,4.232329,.1415567,7.77263,704,11323,15640,31.502,20957,0,25.94,2.24,22.22,.1273846,.38,50.78,546,6629,9336,18.663,12069,0,10.94,1.16,15.78,.146875,.12094972,27.89,109,1356,2197,4.11,2039,0,12.77,.1,3.827044,.2792,.10882353,12.87,51.96,69.49,25.57,56.62,0,82.19,.7071925,.8763793,41,141.667,12.077,84.47633,4681,.8474685,.5535142,.608417,.7234042,.2760502
"Karauli","Sapotra","BARODA","SAPOTRA","BARAUDA",0,4,3.03,88,50,14,38,3.178054,5.624018,520,4435,3766,18.935,9459,408,4553,2089,18.618,7708,10.45474,.3245458,1,.1415567,11.45474,405,7407,1290,22.742,9490,0,21.64,2.11,14.77,.1273846,.21951368,38.52,393,7424,1851,26.5,11240,0,33.79,3.17,20.64,.146875,.12094972,57.6,252,1853,328,7.067,2941,0,4.135314,.77,2.24,.2792,.10882353,3,81.48,82.97,14.19,0,0,14.19,.4995511,.4331133,31,77.6667,7.745,37.936,4748,.4363943,.5673968,.635636,.734104,.0982659
"Karauli","Mandrail","BATDA","SAPOTRA","BATDA",0,3,2.92,77,59,18,37,4.007333,5.921578,410,2673,5298,14.205,7680,476,2582,3614,12.363,9247,7.4908,.09668,1.90423,.04464,9.53635,365,2032,2728,8.604,6061,0,5.64,.97,3.84,.1273846,.14,10.58,373,2370,5900,15.488,10065,0,10.37,2.4,9.63,.146875,.1,22.5,226,866,4084,9.573,5157,0,12.46,2.13,4.95,.2792,.05,19.6,75.11,64.65,10.83,0,0,10.83,.5406547,.5611404,33,76.3333,5.689,64.077,2915,.4826758,.4363636,.5365351,.7609178,.3012583
"Karauli","Mandrail","BHANKRI","SAPOTRA","BHANKRI",0,5,3.08,91,51,16,38,3.332205,5.68358,463,3020,2621,9.306,7739,588,5771,9469,23.427,20248,14.12428,.0978,.9255,.1415567,15.14758,476,1603,4062,8.765,7615,0,8.75,.3,.64,.1273846,.27,9.95,567,5052,8240,21.608,19389,0,14.9,2.35,14.38,.146875,.58,32.21,110,651,462,1.668,1551,0,5.68,.33,3.827044,.2792,.10882353,6.01,64.55,74.54,5.96,0,0,5.96,.831614,.6061681,17,81.6667,6.076667,50.05667,3647,.7074308,.483411,.5393474,.3488095,.3619048
"Karauli","Sapotra","BHARTOON","SAPOTRA","BHARTOON",0,4,3.07,89,43,16,38,3.828641,5.67949,849,6942,7906,29.605,12865,911,9131,8068,33.53,16102,23.56462,.11092,.99189,.1415567,24.66743,600,6157,2046,13.825,7680,0,12.07,2.32,4.48,.1273846,.21951368,18.87,412,8228,1132,13.04,7293,0,7.02,.44,12.32,.146875,.12094972,19.77,47,794,36,1.57,834,0,3.35,.3,7.42,.2792,.10882353,11.07,70.97,78.36,25.02,0,0,25.02,.434555,.5015369,20,60,3.842,38.95833,5915,.5815723,.5631446,.627557,.8715388,.2541988
"Karauli","Sapotra","BOOKANA","SAPOTRA","BOOKNA",0,3,2.9,100,54,14,40,4.317488,6.148896,809,3204,7177,15.561,9589,1011,11950,29305,58.829,37164,29.24989,.1277,12.07333,.1415567,41.45092,845,5963,13765,30.087,20120,0,17.42,5.2,28.9,.1273846,.03,51.55,1028,16581,31944,68.006,38311,0,75.95,1.6,18.3,.146875,.12094972,95.85,637,3280,6940,14.061,9311,0,2.3,.1,7.16,.2792,.10882353,9.56,80.04,81.92,12.69,5.03,0,17.72,.6162201,.6671165,45,240.333,22.66167,49.05567,4350,.6820689,.5147126,.4266667,.9073777,.5890136
"Karauli","Sapotra","BUGDAR","SAPOTRA","BUGDAR",1,6,3.58,100,57,5,40,4.60517,6.549651,549,5255,6207,15.796,13398,583,5441,5633,16.027,13964,8.14018,.13248,5.06095,.1415567,13.33361,550,5007,3915,11.988,10781,0,10.76,.43,4.73,.1273846,.33,16.25,788,8993,12425,29.285,26432,0,18.97,4.36,10.9,.146875,.45,34.68,441,1581,2457,6.544,5936,0,10.39,.36,3.827044,.2792,.10882353,10.75,77.83,85.27,12.36,0,0,12.36,.8481894,.7256268,17,79.6667,7.464,48.51033,5480,.5525547,.4116788,.5335767,.5888106,.4401408
"Karauli","Mandrail","CHANDELIPURA","SAPOTRA","CHANDELIPURA",1,1,2.14,100,91,19,38,4.26268,5.26269,205,1222,624,4.278,2262,481,6443,5312,15.192,11485,12.22433,.21003,1.66308,.1415567,14.09744,437,6544,4434,15.191,11083,0,11.05,.03,1.94,.1273846,.31,13.33,454,6676,5497,16.318,11852,0,14.68,1.55,14,.146875,.12094972,30.24,410,4798,3758,12.359,9056,0,2.93,1.24,3.827044,.2792,.10882353,4.17,66.01,66.68,3.72,0,0,3.72,.5287517,.4315101,21,130.333,9.575,66.966,2889,.6358601,.4160609,.5434406,.7589083,.4503412
"Karauli","Sapotra","CHORAGAON","SAPOTRA","CHAUDAGAON",1,4,2.5,100,38,5,37,2.70805,4.682131,412,1754,5526,11.976,7473,406,1069,5420,11.94,7122,4.65115,.23861,2.70099,.1,7.69075,420,1212,4256,8.901,5537,0,5.26,.3,13.26,.1273846,.21951368,18.83,477,1472,7921,16.084,9786,0,7.03,.83,17.23,.146875,.12094972,25.09,262,676,1063,3.232,2031,0,7.65,.06,6.17,.2792,.10882353,13.88,32.32,40.77,5.81,0,0,5.81,.623998,.6078824,27,114.667,5.703333,89.533,4453,.5832024,.5515383,.5313272,.7589842,.1633924
"Karauli","Sapotra","DABRA","SAPOTRA","DABRA",0,3,2.98,98,41,10,36,4.356709,6.836259,668,2743,32550,39.072,20978,758,2086,21757,27.444,14855,9.42648,.2337,2.37585,.1415567,12.03603,488,665,6931,9.218,4738,0,3.47,1.32,11.92,.1273846,.21951368,16.71,300,373,4929,6.296,3383,0,7.55,1.5,30.32,.146875,.39,39.76,86,166,1428,1.922,952,0,.94,.03,2,.2792,.10882353,2.97,52.18,50.09,32.58,40.69,0,73.27,.5369062,.9032811,92,82.6667,3.650667,54.77766,3641,.8720132,.5396869,.5092008,.809737,.3782876
"Karauli","Sapotra","DAULATPURA","SAPOTRA","DAULATPURA",0,2,2.76,78,60,17,40,4.543295,6.658011,536,985,1498,7.603,3422,834,5196,8215,51.232,28465,19.79155,.15754,6.40014,.1415567,26.34923,1163,6371,8462,55.503,30410,0,38.24,2.48,14.41,.1273846,.21951368,55.13,1163,5729,9154,42.719,23857,0,32.8,3.31,31.5,.146875,.12094972,67.6,683,2381,4159,19.037,9645,0,2.96,1.37,18.83,.2792,.10882353,23.16,59.58,62.7,6.55,0,0,6.55,.4500855,.3265816,22,242.667,17.358,48.82533,5589,.4430131,.4235105,.5802469,.9565217,.2855925
"Karauli","Mandrail","DHORETA","SAPOTRA","DHORETA",0,3,2.92,88,54,13,37,3.912023,6.440947,413,3392,3810,21.731,14874,174,510,1648,6.861,5227,2.76676,.21892,1.66884,.1415567,4.65452,449,4808,2942,19.82,14205,0,17.93,3.98,14.93,.1273846,.15,36.99,408,3724,3980,16.696,11942,0,10.59,2.69,20.31,.146875,.12094972,33.6,111,285,850,2.87,1765,0,5.01,.07,3.87,.2792,.10882353,8.96,38.76,47.97,18.72,31.04,0,49.76,.68446,.331416,24,107.333,7.891,68.968,4671,.2928709,.505031,.5863841,.8597308,.3902692
"Karauli","Sapotra","DIKOLI KALAN","SAPOTRA","DIKAULIKALA",0,3,2.88,85,50,16,38,2.833213,4.836282,622,7403,7867,21.823,13945,674,8634,16372,30.448,19401,11.80687,.16687,3.6702,.1415567,15.64394,673,6387,18574,29.258,17089,0,11.95,2.83,18.26,.1273846,.22,33.26,510,4029,14515,22.085,13115,0,14.58,1.3,18.26,.146875,.12094972,34.14,58,723,1488,2.581,1247,0,4.98,.34,6.68,.2792,.10882353,12,61.88,64.72,15.52,0,0,15.52,.6390047,.6997205,21,212,11.34267,72.53733,4539,.7409121,.5386649,.4798414,.7564591,.356205
"Karauli","Sapotra","EKAT","SAPOTRA","EKAT",0,3,2.62,75,44,13,37,4.219508,6.324359,0,5561.3823,3080.7254,23.229818,12016.084,1105,9583,22037,42.581,24711,23.34756,.5006,4.18022,.1415567,28.02838,492,2690,3734,9.163,5468,0,3.27,.29,2.39,.1273846,.21951368,5.95,714,7923,8756,22.626,13944,0,22.7,1.09,13.65,.146875,.12094972,37.43,126,976,450,1.514,844,0,1.38,.27,6.64,.2792,.10882353,8.3,87.88,62.39,0,0,0,0,.4986665,.3524042,38,127.333,6.170667,60.74067,5182,.7267464,.5042455,.5372443,.8874062,.1384487
"Karauli","Sapotra","GAJJUPURA","SAPOTRA","GAJJUPURA",0,2,2.56,87,42,17,40,4.094345,6.154858,843,11118,16277,33.284,17645,723,5236,16406,24.775,13789,3.84347,.3245458,4.232329,.1415567,3.84347,724,8879,15085,26.712,15609,0,16.02,2.25,10.82,.1273846,.01,29.09,881,19621,27947,54.245,31562,0,32.76,1.09,15.68,.146875,.12094972,49.53,571,4288,8118,14.323,7799,0,17.44,.51,4,.2792,.10882353,21.95,29.71,34.83,17.36,0,0,17.36,.5301346,.8230681,29,174.667,15.362,52.52467,4555,.8151482,.5729967,.5578485,.8689176,.1797418
"Karauli","Sapotra","GOTHRA","SAPOTRA","GOTHRA",0,4,3.05,84,51,17,39,3.637586,5.696758,485,6406,8003,20.126,13205,445,9282,12967,31.425,20883,17.91091,.16542,2.53746,.1415567,20.61379,552,11072,15957,41.274,28054,0,31.48,3.35,28.66,.1273846,.4,63.9,535,8809,12761,33.84,22799,0,37.64,3.28,27.48,.146875,.31,68.72,0,1244.070981,1111.341772,4.122764706,2353.311663,0,6.49,.2709792,10.02,.2792,.10882353,16.51,94.83,96.25,16.39,0,0,16.39,.6561165,.7159396,21,250,24.10533,72.17233,4176,.7590996,.5203544,.5615422,.7902786,.4571272
"Karauli","Mandrail","GURDAH","SAPOTRA","GURDAH",1,3,3.45,100,70,10,38,3.433987,5.733341,653,5047,12891,22.923,17976,713,3945,17549,27.074,21873,6.10765,.13099,4.232329,.1415567,6.23864,718,3679,18578,27.192,21261,0,13.78,.41,4.31,.1273846,.21951368,18.5,671,6002,19162,30.716,21426,0,25.25,3.56,14.54,.146875,.12094972,43.35,676,3474,11115,18.501,11801,0,3.2,1.82,3.827044,.2792,.10882353,5.01,45.16,49.12,17.24,19.52,0,36.76,.7841905,.7825328,43,156.667,9.419,51.76767,1245,.8305221,.5493976,.5261044,.9576271,.0576271
"Karauli","Sapotra","HAROTI","SAPOTRA","HADAUTI",0,4,3.05,87,50,17,38,4.060443,6.217404,768,4092,5644,21.748,10817,726,5328,6791,20.663,11792,8.71399,.2536,3.98113,.1415567,12.94872,485,2811,4729,13.889,8503,0,10.61,.49,11.1,.1273846,.24,22.44,319,2828,3737,10.754,5615,0,10.75,.26,13.9,.146875,.12094972,24.91,65,262,280,1.187,574,0,.93,.16,7.17,.2792,.10882353,8.25,72.01,49.84,19.77,2.4,0,22.17,.4973791,.4476734,18,70.3333,4.828667,45.30634,5677,.54483,.5048441,.6040162,.8403025,.3042705
"Karauli","Sapotra","HARIYA KA MANDIR","SAPOTRA","HARIYA KA MANDIR",1,1,2.72,100,80,35,38,3.433987,5.647212,509,3572,6895,11.802,6916,1032,17124,37038,64.558,43161,48.56879,.31434,6.02005,.1415567,54.90318,1019,9651,19660,37.795,25224,0,34.55,4.11,16.15,.1273846,.21951368,54.81,854,5737,27954,36.392,22672,0,25.19,.78,7.87,.146875,.12094972,33.84,0,1244.070981,1111.341772,4.122764706,2353.311663,0,9.58,.2709792,3.827044,.2792,.10882353,9.58,88.36,93.42,12.74,30,0,42.74,.5860023,.8868836,30,194,19.716,67.65733,3069,.744868,.4639948,.5826002,.8969555,.4004684
"Karauli","Sapotra","INAYATI","SAPOTRA","INAYATI",1,4,2.86,100,29,33,33,3.988984,5.655992,839,5178,12488,28.381,14159,890,8986,19463,45.158,24118,28.30316,.23194,5.88521,.1415567,34.42031,862,8722,18602,47.385,27781,0,50.47,2.81,12.81,.1273846,.42,66.51,815,9498,11221,33.466,22505,0,21.82,1.06,11.48,.146875,.24,34.61,83,344,857,1.519,1054,0,14.82,.23,5.84,.2792,.10882353,20.89,83.28,88.19,23.62,24.93,0,48.55,.4988901,.6224587,29,238.333,17.83167,60.33667,4496,.6757118,.5313612,.5931939,.7599781,.4002187
"Karauli","Sapotra","JAKHODA","SAPOTRA","JAKHAUDA",1,5,3.47,100,38,5,43,3.178054,5.341616,703,10031,10433,33.229,22765,575,2289,13590,26.406,19164,9.60286,.1956,5.69818,.12,15.61665,711,6252,14981,31.661,22807,0,21.33,4.19,26.42,.1273846,.21951368,51.95,589,3782,14966,29.798,19659,0,30.57,1.78,48.78,.146875,.12094972,81.13,421,1944,4913,12.7,7810,0,4.92,.41,7.8,.2792,.10882353,13.13,41.79,56.93,27.75,0,0,27.75,.6850944,.6158476,39,156,11.984,45.77967,4572,.6399825,.5400262,.5258093,.7873616,.4252768
"Karauli","Sapotra","JEEROTA","SAPOTRA","JEEROTA",1,1,2.8,100,65,30,38,3.89182,5.768321,141,168,2232,3.197,1531,741,3142,7555,14.035,8589,1.16168,.70447,7.3645,.1415567,9.23065,6,3425.05618,3295.589744,13.3648681,7746.473046,0,.12,16.67,2.8,.1273846,.43,20.02,685,8234,20529,36.026,20979,0,31.19,1.01,7.19,.146875,.19,39.57,32,25,801,.864,432,0,1.39,.2709792,3.827044,.2792,.10882353,1.39,76.38,76.38,4.07,2.46,0,6.53,.4788865,.7507038,19,92,7.37,24.769,4920,.7827236,.5646341,.528252,.8009478,.4174924
"Karauli","Sapotra","JORLI","SAPOTRA","JODLI",0,3,2.87,97,38,15,40,3.178054,5.503297,1027,6697,16446,36.524,17882,1026,8151,23764,48.633,22445,25.93318,.225,3.83516,.1415567,29.99334,793,5391,17386,33.449,16805,0,30.31,2.53,36.83,.1273846,.21951368,69.67,1080,11560,36015,74.719,36297,0,72.77,2.4,22.77,.146875,.12094972,97.95,267,1128,4316,7.791,3836,0,4.135314,.04,1,.2792,.10882353,1.04,57.82,62.88,23.8,0,0,23.8,.4895959,.6336381,38,219.667,16.02567,35.04067,5478,.7918949,.550931,.5093099,.8761161,.312128
"Karauli","Sapotra","KACHRODA","SAPOTRA","KACHRODA",0,2,2.6,74,60,20,38,3.912023,6.116995,516,1250,8151,11.128,5378,582,1851,11923,15.973,8254,6.31413,.3245458,1.76266,.1415567,8.0768,329,1303,4798,7.186,4486,0,2.09,.19,3.36,.1273846,.21951368,5.64,505,4969,19952,29.463,15567,0,26.81,2.32,14.73,.146875,.12094972,43.86,152,2556,2212,6.307,3312,0,1.65,.7,6.77,.2792,.10882353,9.11,54.66,54.66,6.17,0,0,6.17,.4832854,.8448059,26,126.667,8.800667,69.918,4235,.8958678,.5081464,.5102715,.8543876,.3105111
"Karauli","Sapotra","KALA GURHA","SAPOTRA","KALAGUDA",0,5,3.14,93,43,14,39,3.688879,5.866468,1077,3976,11227,40.51,19164,1099,6416,21678,63.969,28120,40.45502,.078,.89994,.1975,41.63046,902,2471,7757,27.029,12799,0,21.41,1.61,14.13,.1273846,.21951368,37.15,1071,3957,16930,45.6,21175,0,44.8,3.6,25.88,.146875,.12094972,74.28,433,1046,6639,12.565,6313,0,1.18,.56,8.23,.2792,.10882353,9.97,69.15,71.46,31.04,0,0,31.04,.4730684,.3752901,54,248,21.28767,56.806,3688,.4482104,.4159436,.4693601,.8829842,.3438937
"Karauli","Sapotra","KARANPUR","SAPOTRA","KARANPUR",0,3,2.92,94,53,14,38,4.189655,6.363028,957,5304,8894,27.986,18077,988,6419,19436,39.833,27698,26.5583,.41776,6.16574,.3069,33.4487,842,6778,10512,28.897,20546,0,24.71,7.57,28.36,.06,.21951368,60.69,854,7552,8139,25.179,19363,0,22.83,4.73,27.35,.146875,.33,55.25,436,2038,3763,8.669,6436,0,8.57,1.66,5.32,.2792,.10882353,15.55,60.95,69.27,16.87,8.35,0,25.22,.6459301,.5073251,39,187,13.971,58.27333,6614,.5459631,.4381615,.5396129,.6876847,.3934318
"Karauli","Sapotra","KASED","SAPOTRA","KASED",0,1,2.7,71,64,21,37,4.488636,7.034388,267,1089,1800,5.158,2310,783,5378,16038,27.37,16310,14.73153,.3245458,4.232329,.1415567,14.73153,297,767,1889,4.381,2605,0,3.8,.13,8.691992,.1273846,.21951368,3.93,5,45,12,.057,36,0,.08,.04,3,.146875,.12094972,3.11,0,1244.070981,1111.341772,4.122764706,2353.311663,0,4.135314,.2709792,3.827044,.2792,.10882353,6.0092332,60.53,60.53,5.33,13.67,0,19,.447848,.5601008,12,57.3333,3.400667,53.039,5137,.7973526,.4150282,.4228149,.9197302,.4994941
"Karauli","Sapotra","KHERLA","SAPOTRA","KHERALA",0,4,3.07,93,51,11,40,4.094345,6.078216,665,3335,2945,16.089,8600,1332,13471,21406,62.271,35481,49.52735,.06,4.232329,.1415567,49.58735,1205,7870,9384,33.239,20159,0,28.27,5.09,38.59,.1273846,.34,72.29,1110,9822,13556,38.577,25152,0,34.57,1.02,28.56,.146875,.12094972,64.15,822,4309,4466,13.826,9072,0,3.66,.31,20.77,.2792,.10882353,24.75,83.85,86.76,14.38,4.13,0,18.51,.5345267,.3903288,46,223,18.37933,47.84133,6746,.5438778,.5324637,.5975393,.7845304,.1985267
"Karauli","Sapotra","KURGAON","SAPOTRA","KURGAON",0,4,3.04,96,53,13,37,2.890372,5.241747,565,11437,6085,27.192,20591,606,14101,7622,36.863,25754,26.53265,.27024,1.60803,.1415567,28.41092,514,5280,3059,16.392,12477,0,11.06,1.25,8.95,.1273846,.15,21.41,513,7689,5835,21.442,15461,0,13.02,1.54,18.82,.146875,.15,33.53,41,68,558,.71,555,0,3.97,.65,8.97,.2792,.10882353,13.59,74.53,72.17,20.78,32.44,0,53.22,.7572448,.6443807,23,160.333,9.068666,66.29066,5763,.5009544,.5920528,.5353115,.7162061,.4645258
"Karauli","Mandrail","LANGRA","SAPOTRA","LANGRA",1,2,2.86,100,59,14,37,3.828641,5.666427,614,1511,13480,19.483,15217,483,1203,8220,12.928,10777,8.36482,.11055,1.29,.1415567,9.76537,495,812,11569,15.769,12875,0,23.11,2.83,3.09,.05,.25,29.33,440,628,5401,7.368,6171,0,7.63,1.76,10.49,.146875,.41,20.29,419,1199,9230,13.754,10783,0,.85,1.34,7.29,.2792,.10882353,9.48,64.66,79.28,13.03,0,0,13.03,.7810399,.76944,21,58.6667,4.578333,45.896,2164,.6196858,.5503697,.6460259,.4046997,.3224543
"Karauli","Sapotra","LEDIYA","SAPOTRA","LEDIYA",1,2,2.1,100,40,10,37,2.995732,5.365976,258,1368,2625,7.303,4674,257,806,2035,4.92,3338,2.59416,.04576,9.58798,.1415567,12.2279,7,3425.05618,3295.589744,13.3648681,7746.473046,0,.07,1.035548,4.32,.1273846,.21951368,4.4,189,1551,2353,5.066,3092,0,4.7,.08,4.06,.146875,.12094972,8.85,26,143,286,.442,234,0,4.135314,.11,3.827044,.2792,.10882353,.11,65.24,63.82,5.33,4.21,0,9.54,.640011,.5467616,5,22,1.642,40.67867,3202,.74797,.5637102,.5787008,.7716827,.4084507
"Karauli","Sapotra","LOOLOJ","SAPOTRA","LULAUJ",0,2,2.75,83,54,19,38,3.135494,5.41343,816,2682,15643,21.521,11491,976,4505,30931,41.227,25645,12.08559,.10219,.96684,.1415567,13.15462,641,1584,9131,12.778,8340,0,13.31,.29,.93,.1273846,.21951368,14.53,610,2747,8532,13.461,8415,0,7.12,2.54,17.84,.146875,.17,27.67,142,253,1570,2.073,933,0,5.9,.02,9.16,.2792,.10882353,15.08,27.97,41.23,20.93,28.16,0,49.09,.5339436,.8514939,23,122.333,6.967,59.71,3758,.8626929,.5149015,.5614688,.8586165,.3555825
"Karauli","Sapotra","MAHARAJPURA","SAPOTRA","MAHRAJPURA",0,3,2.81,85,48,16,38,3.713572,5.924256,651,2644,4537,20.255,9866,583,10087,7904,31.661,15974,22.23888,.04356,1.00001,.1415567,23.28245,743,9693,5526,28.122,13752,0,22.83,2.11,6.02,.1273846,.21951368,30.96,574,4977,3311,16.999,9681,0,13.18,3.2,25.62,.146875,.12094972,42,138,523,97,1.771,769,0,2.53,.4,3.827044,.2792,.10882353,2.94,66.86,71.98,10.51,0,0,10.51,.4870896,.3545297,34,178,11.76467,64.773,2913,.5447991,.4658428,.4630965,.8945013,.379156
"Karauli","Mandrail","MANDRAYAL","SAPOTRA","MANDRAYAL",0,4,3.02,82,60,14,38,3.433987,5.459586,205,3221,0,6.779,4280,218,2753,4075.910112,6.168,3760,4.38512,.119,4.232329,.1415567,4.50412,194,1289,3295.589744,3.184,1995,0,2.27,.09,8.691992,.1273846,.21951368,2.37,145,876,3432.054762,2.064,1322,0,2.38,.13,4.43,.146875,.28,7.23,0,1244.070981,1111.341772,4.122764706,2353.311663,0,4.135314,.2709792,3.827044,.2792,.10882353,6.0092332,75.44,75.17,4.4,0,0,4.4,.6313615,.4751438,5,25.3333,1.592667,55.35733,8673,.2520466,.5875706,.6753142,.490767,.2677557
"Karauli","Sapotra","MAHMADPUR","SAPOTRA","MEHMADPUR",1,1,1.7,100,71,20,37,3.973731,5.760922,826,3080,6744,15.519,9867,681,7574,15127,30.235,19565,19.58326,.23789,2.27867,.2485,22.34832,539,3151,10211,16.251,10268,0,8.26,.58,6.82,.1273846,.09,15.75,317,4379,6814,12.727,8767,0,14.75,.3,11.32,.146875,.35,26.72,0,1244.070981,1111.341772,4.122764706,2353.311663,0,1.38,.2709792,2.14,.2792,.10882353,3.52,64.83,65.5,5.93,.64,0,6.57,.6358013,.6330305,17,122.667,7.786,63.91467,6546,.5244424,.6104491,.4641002,.7648233,.1624857
"Karauli","Mandrail","MOGEPURA","SAPOTRA","MONGEPURA",0,3,2.79,67,58,20,36,3.135494,5.081404,464,1880,7953,13.061,8360,552,1636,9453,13.102,8048,5.05728,.2234,1.73102,.11682,7.12852,529,614,6017,7.663,4425,0,5.44,.16,4.14,.1273846,.18,9.92,482,1286,6578,9.15,5527,0,4.32,1.69,9.34,.146875,.18,15.54,164,832,2428,3.814,2426,0,1.28,.48,4.89,.2792,.10882353,6.65,71.2,57.02,9.91,11.65,0,21.56,.6400735,.752852,18,98.3333,4.524333,82.85433,3921,.854884,.4305024,.5404233,.9467258,.0427303
"Karauli","Sapotra","NANPUR","SAPOTRA","NANPUR",0,4,2.94,93,42,15,38,4.70048,6.335497,1321,14126,22591,46.181,23664,1483,13372,46515,75.508,41274,47.49093,.09324,3.29238,.09722,50.97377,1274,10709,27338,47.936,24763,0,25.92,3.5,19.78,.1273846,1.97,51.18,1366,11323,42187,70.076,37399,0,66.41,2.42,27.69,.146875,.12094972,96.51,168,740,1820,3.356,1483,0,.4,1.19,9.9,.2792,.10882353,11.5,80.09,78.55,29.24,17.86,0,47.1,.5124185,.7950673,59,284,23.52833,59.865,6632,.787696,.4128468,.4710495,.945553,.3400798
"Karauli","Sapotra","NARAULI (DANG)","SAPOTRA","NARAULIDANG",0,4,3,76,62,26,37,3.973731,5.760922,561,1993,4227,15.332,8735,580,1606,3964,13.115,7199,8.82268,.13084,4.232329,.1415567,8.95352,771,3577,10039,32.614,18525,0,27.22,1.26,12.57,.1273846,.15,41.2,776,5911,9316,40.573,23307,0,22.63,3.79,26.01,.146875,.12094972,52.44,604,4329,5000,26.21,13680,0,15.05,1.76,15.86,.2792,.10882353,32.67,74.05,81.9,15.56,0,0,15.56,.5697234,.4056875,35,237.333,16.384,68.05466,2633,.0953285,.4246107,.5738701,.9474154,.0062389
"Karauli","Mandrail","NEENDAR","SAPOTRA","NEEDAR",0,4,2.95,92,48,11,39,3.637586,5.47185,36,72,60,.432,384,562,3581,4111,21.154,15962,6.29903,.0809,4.232329,.1415567,6.37993,522,2318,2343,14.626,11594,0,8.66,1.18,3,.1273846,.21,13.04,400,1315,1414,9.812,7289,0,9.44,1.28,3.99,.146875,.6,15.3,131,129,516,1.645,1384,0,.5,.22,3.65,.2792,.10882353,4.37,51.26,51.35,.3,0,0,.3,.8888889,.3055556,21,85.6667,3.911667,41.35467,5547,.2961961,.5065801,.5287543,.7666411,.2318286
"Karauli","Sapotra","NIBHAIRA","SAPOTRA","NIBHERA",0,3,2.83,89,53,13,38,4.158883,6.04382,512,2835,120,14.846,8241,717,3595,152,23.761,13428,14.80262,.3245458,4.232329,.1415567,14.80262,608,2652,204,15.486,9799,0,8.32,.18,6.69,.1273846,.21,15.4,635,2170,126,26.29,15936,0,17.02,1.25,6.24,.146875,.12094972,24.51,319,1758,310,10.979,5440,0,6.75,.66,3.827044,.2792,.10882353,7.42,64.65,61.79,6.86,10.21,0,17.07,.555099,.1990435,33,144.333,8.632667,56.56067,3826,.1816519,.4884997,.4955567,.8974093,.3523316
"Karauli","Sapotra","AURACH","SAPOTRA","ODACH",0,2,2.72,79,47,18,39,2.995732,5.42495,559,4924,19268,27.452,16131,436,3201,13355,20.528,12592,5.6154,.3245458,4.232329,.1415567,5.6154,420,3015,10068,17.445,10401,0,13.99,.47,2.86,.1273846,.21951368,17.32,461,5456,15372,28.312,17153,0,27.23,1.1,16.16,.146875,.12094972,44.49,0,1244.070981,1111.341772,4.122764706,2353.311663,0,.16,.2709792,8.44,.2792,.10882353,8.6,49.41,49.41,18.68,5.46,0,24.14,.5876074,.8812473,19,142.667,11.812,72.239,3884,.7788363,.5924305,.4987127,.8854648,.1725732
"Karauli","Mandrail","OND","SAPOTRA","OND",0,2,2.74,84,61,19,38,4.174387,5.883322,557,2421,3287,9.862,5853,544,4614,6244,17.708,9546,6.53903,.15339,1,.1415567,7.69242,309,1720,2145,6.71,2868,0,6.99,.29,4.17,.1273846,.18,11.62,222,583,1791,3.02,2217,0,1.36,.13,1.47,.146875,.12094972,2.96,0,1244.070981,1111.341772,4.122764706,2353.311663,0,4.135314,.2709792,3.827044,.2792,.10882353,6.0092332,47.22,56.48,9.26,0,0,9.26,.5934902,.5787873,11,47,2.028333,44.32533,5118,.4779211,.4732317,.4745995,.9178133,.4105616
